trajectory_id,time (UTC),latitude (degrees_north),sst (degree_C),location_quality,longitude (degrees_east)
199996,2022-02-15T13:09:00Z,56.427,4.72,1,-152.049
199996,2022-02-15T13:27:00Z,56.433,4.72,2,-152.057
199996,2022-02-15T14:48:00Z,56.413,4.68,1,-152.081
199996,2022-02-15T15:01:00Z,56.411,4.68,2,-152.085
199996,2022-02-15T15:29:00Z,56.411,4.68,NaN,-152.085
199996,2022-02-15T16:18:00Z,56.392,4.68,2,-152.134
199996,2022-02-15T16:31:00Z,56.381,4.68,2,-152.13
199996,2022-02-15T16:25:00Z,56.383,4.68,3,-152.13
199996,2022-02-15T17:05:00Z,56.375,4.68,2,-152.142
199996,2022-02-15T17:58:00Z,56.36,4.68,2,-152.161
199996,2022-02-15T18:18:00Z,56.357,4.68,2,-152.175
199996,2022-02-15T18:23:00Z,56.357,4.68,1,-152.168
199996,2022-02-15T18:45:00Z,56.346,4.68,2,-152.17
199996,2022-02-15T19:39:00Z,56.332,4.68,3,-152.193
199996,2022-02-15T19:58:00Z,56.328,4.68,3,-152.203
199996,2022-02-15T20:25:00Z,56.329,4.68,NaN,-152.21
199996,2022-02-15T20:43:00Z,56.311,4.68,1,-152.205
199996,2022-02-15T21:20:00Z,56.308,4.68,3,-152.229
199996,2022-02-15T21:34:00Z,56.3,4.68,3,-152.234
199996,2022-02-15T21:38:00Z,56.3,4.68,3,-152.235
199996,2022-02-15T22:06:00Z,56.296,4.68,NaN,-152.248
199996,2022-02-15T23:20:00Z,56.271,4.68,2,-152.281
199996,2022-02-16T00:40:00Z,56.257,4.68,NaN,-152.323
199996,2022-02-16T01:20:00Z,56.247,4.72,NaN,-152.352
199996,2022-02-16T02:35:00Z,56.222,4.68,NaN,-152.372
199996,2022-02-16T02:38:00Z,56.223,4.68,NaN,-152.37
199996,2022-02-16T02:51:00Z,56.213,4.68,2,-152.388
199996,2022-02-16T02:54:00Z,56.219,4.68,2,-152.386
199996,2022-02-16T03:52:00Z,56.209,4.68,2,-152.415
199996,2022-02-16T04:08:00Z,56.209,4.68,3,-152.421
199996,2022-02-16T04:15:00Z,56.21,4.68,1,-152.425
199996,2022-02-16T04:31:00Z,56.201,4.68,3,-152.434
199996,2022-02-16T04:41:00Z,56.203,4.68,2,-152.432
199996,2022-02-16T05:27:00Z,56.194,4.68,3,-152.458
199996,2022-02-16T05:34:00Z,56.19,4.68,2,-152.464
199996,2022-02-16T05:48:00Z,56.188,4.68,2,-152.465
199996,2022-02-16T05:55:00Z,56.189,4.68,2,-152.468
199996,2022-02-16T06:09:00Z,56.185,4.68,3,-152.474
199996,2022-02-16T06:14:00Z,56.183,4.68,2,-152.484
199996,2022-02-16T07:00:00Z,56.178,4.68,NaN,-152.489
199996,2022-02-16T07:17:00Z,56.173,4.68,NaN,-152.501
199996,2022-02-16T07:34:00Z,56.171,4.68,2,-152.509
199996,2022-02-16T07:49:00Z,56.168,4.68,NaN,-152.516
199996,2022-02-16T08:17:00Z,56.164,4.68,NaN,-152.537
199996,2022-02-16T09:13:00Z,56.15,4.68,1,-152.552
199996,2022-02-16T09:17:00Z,56.147,4.68,1,-152.549
199996,2022-02-16T11:03:00Z,56.127,4.68,NaN,-152.59
199996,2022-02-16T13:10:00Z,56.103,4.68,NaN,-152.602
199996,2022-02-16T14:15:00Z,56.086,4.68,3,-152.638
199996,2022-02-16T14:41:00Z,56.078,4.68,2,-152.649
199996,2022-02-16T15:52:00Z,56.058,4.68,2,-152.676
199996,2022-02-16T16:10:00Z,56.057,4.68,2,-152.681
199996,2022-02-16T16:16:00Z,56.051,4.68,3,-152.687
199996,2022-02-16T16:42:00Z,56.042,4.68,NaN,-152.684
199996,2022-02-16T17:38:00Z,56.029,4.68,NaN,-152.716
199996,2022-02-16T17:55:00Z,56.02,4.68,2,-152.727
199996,2022-02-16T18:07:00Z,56.022,4.68,NaN,-152.725
199996,2022-02-16T18:23:00Z,56.017,4.68,1,-152.754
199996,2022-02-16T18:48:00Z,56.009,4.68,NaN,-152.758
199996,2022-02-16T19:28:00Z,55.992,4.68,1,-152.753
199996,2022-02-16T19:34:00Z,55.992,4.68,3,-152.76
199996,2022-02-16T20:02:00Z,55.982,4.68,3,-152.773
199996,2022-02-16T20:26:00Z,55.976,4.68,1,-152.791
199996,2022-02-16T21:11:00Z,55.955,4.68,NaN,-152.824
199996,2022-02-16T21:14:00Z,55.955,4.68,1,-152.8
199996,2022-02-16T21:27:00Z,55.949,4.68,1,-152.813
199996,2022-02-16T21:42:00Z,55.942,4.68,NaN,-152.803
199996,2022-02-16T22:02:00Z,55.948,4.68,2,-152.858
199996,2022-02-16T22:51:00Z,55.93,4.68,NaN,-152.876
199996,2022-02-16T22:54:00Z,55.953,4.68,1,-152.878
199996,2022-02-16T23:09:00Z,55.937,4.68,1,-152.878
199996,2022-02-17T00:29:00Z,55.905,4.68,NaN,-152.9
199996,2022-02-17T00:55:00Z,55.906,4.68,NaN,-152.92
199996,2022-02-17T02:04:00Z,55.889,4.68,2,-152.963
199996,2022-02-17T02:12:00Z,55.887,4.68,NaN,-152.966
199996,2022-02-17T02:18:00Z,55.897,4.68,NaN,-152.97
199996,2022-02-17T02:29:00Z,55.888,4.68,2,-152.982
199996,2022-02-17T03:36:00Z,55.877,4.68,2,-153.011
199996,2022-02-17T03:44:00Z,55.877,4.68,2,-153.015
199996,2022-02-17T03:49:00Z,55.877,4.68,2,-153.013
199996,2022-02-17T03:58:00Z,55.875,4.68,3,-153.024
199996,2022-02-17T04:04:00Z,55.874,4.68,NaN,-153.031
199996,2022-02-17T04:39:00Z,55.868,4.68,NaN,-153.055
199996,2022-02-17T05:12:00Z,55.859,4.68,3,-153.062
199996,2022-02-17T05:21:00Z,55.855,4.68,3,-153.071
199996,2022-02-17T05:43:00Z,55.855,4.68,3,-153.078
199996,2022-02-17T05:56:00Z,55.85,4.68,3,-153.082
199996,2022-02-17T06:47:00Z,55.84,4.68,NaN,-153.113
199996,2022-02-17T07:07:00Z,55.832,4.68,NaN,-153.121
199996,2022-02-17T07:18:00Z,55.829,4.68,2,-153.127
199996,2022-02-17T07:22:00Z,55.829,4.68,1,-153.132
199996,2022-02-17T07:35:00Z,55.828,4.68,NaN,-153.136
199996,2022-02-17T07:56:00Z,55.816,4.68,NaN,-153.153
199996,2022-02-17T09:03:00Z,55.804,4.640000000000001,2,-153.197
199996,2022-02-17T10:32:00Z,55.783,4.640000000000001,NaN,-153.246
199996,2022-02-17T12:14:00Z,55.768,4.640000000000001,2,-153.327
199996,2022-02-17T12:52:00Z,55.759,4.640000000000001,NaN,-153.351
199996,2022-02-17T13:45:00Z,55.765,4.640000000000001,2,-153.402
199996,2022-02-17T14:25:00Z,55.759,4.640000000000001,3,-153.427
199996,2022-02-17T15:56:00Z,55.753,4.640000000000001,NaN,-153.502
199996,2022-02-17T16:00:00Z,55.757,4.640000000000001,3,-153.481
199996,2022-02-17T17:01:00Z,55.751,4.640000000000001,3,-153.502
199996,2022-02-17T17:36:00Z,55.748,4.640000000000001,NaN,-153.522
199996,2022-02-17T17:38:00Z,55.75,4.640000000000001,3,-153.522
199996,2022-02-17T18:01:00Z,55.748,4.640000000000001,3,-153.522
199996,2022-02-17T18:26:00Z,55.745,4.640000000000001,NaN,-153.519
199996,2022-02-17T19:13:00Z,55.736,4.640000000000001,3,-153.549
199996,2022-02-17T19:15:00Z,55.735,4.640000000000001,2,-153.547
199996,2022-02-17T19:39:00Z,55.731,4.68,3,-153.546
199996,2022-02-17T20:00:00Z,55.726,4.68,1,-153.567
199996,2022-02-17T20:53:00Z,55.715,4.68,2,-153.572
199996,2022-02-17T21:15:00Z,55.707,4.68,1,-153.57
199996,2022-02-17T21:14:00Z,55.711,4.68,2,-153.591
199996,2022-02-17T22:56:00Z,55.696,4.68,2,-153.635
199996,2022-02-18T00:18:00Z,55.684,4.68,NaN,-153.675
199996,2022-02-18T00:37:00Z,55.673,4.68,NaN,-153.705
199996,2022-02-18T01:59:00Z,55.669,4.68,NaN,-153.735
199996,2022-02-18T02:09:00Z,55.663,4.68,2,-153.727
199996,2022-02-18T03:22:00Z,55.651,4.68,2,-153.748
199996,2022-02-18T03:30:00Z,55.651,4.68,3,-153.751
199996,2022-02-18T03:32:00Z,55.648,4.68,3,-153.755
199996,2022-02-18T03:43:00Z,55.643,4.68,2,-153.764
199996,2022-02-18T03:54:00Z,55.642,4.68,NaN,-153.764
199996,2022-02-18T04:56:00Z,55.633,4.68,2,-153.783
199996,2022-02-18T05:09:00Z,55.63,4.68,2,-153.778
199996,2022-02-18T05:22:00Z,55.629,4.68,3,-153.786
199996,2022-02-18T05:32:00Z,55.627,4.68,2,-153.792
199996,2022-02-18T05:56:00Z,55.623,4.68,1,-153.787
199996,2022-02-18T06:31:00Z,55.62,4.68,NaN,-153.785
199996,2022-02-18T06:44:00Z,55.62,4.68,1,-153.763
199996,2022-02-18T06:50:00Z,55.609,4.68,2,-153.796
199996,2022-02-18T06:59:00Z,55.607,4.68,NaN,-153.807
199996,2022-02-18T07:11:00Z,55.604,4.68,NaN,-153.809
199996,2022-02-18T07:09:00Z,55.605,4.68,2,-153.803
199996,2022-02-18T08:25:00Z,55.591,4.68,3,-153.829
199996,2022-02-18T08:58:00Z,55.581,4.68,2,-153.835
199996,2022-02-18T10:37:00Z,55.564,4.68,NaN,-153.862
199996,2022-02-18T11:38:00Z,55.571,4.68,NaN,-153.849
199996,2022-02-18T12:38:00Z,55.558,4.640000000000001,NaN,-153.867
199996,2022-02-18T13:12:00Z,55.504,4.640000000000001,1,-153.885
199996,2022-02-18T14:11:00Z,55.469,4.640000000000001,NaN,-153.912
199996,2022-02-18T14:51:00Z,55.477,4.640000000000001,2,-153.936
199996,2022-02-18T15:47:00Z,55.464,4.640000000000001,NaN,-153.95
199996,2022-02-18T15:44:00Z,55.465,4.640000000000001,3,-153.949
199996,2022-02-18T15:50:00Z,55.463,4.640000000000001,1,-153.949
199996,2022-02-18T16:31:00Z,55.459,4.640000000000001,1,-153.982
199996,2022-02-18T17:24:00Z,55.44,4.640000000000001,2,-153.99
199996,2022-02-18T18:53:00Z,55.426,4.640000000000001,3,-154.026
199996,2022-02-18T19:04:00Z,55.428,4.640000000000001,1,-154.02
199996,2022-02-18T19:16:00Z,55.444,4.640000000000001,NaN,-154.013
199996,2022-02-18T19:23:00Z,55.422,4.640000000000001,2,-154.041
199996,2022-02-18T19:44:00Z,55.425,4.640000000000001,3,-154.044
199996,2022-02-18T20:37:00Z,55.408,4.640000000000001,0,-154.025
199996,2022-02-18T20:48:00Z,55.413,4.640000000000001,NaN,-154.055
199996,2022-02-18T20:52:00Z,55.416,4.640000000000001,2,-154.058
199996,2022-02-18T21:22:00Z,55.402,4.640000000000001,3,-154.051
199996,2022-02-18T22:13:00Z,55.394,4.640000000000001,3,-154.057
199996,2022-02-18T22:49:00Z,55.391,4.640000000000001,3,-154.078
199996,2022-02-18T23:07:00Z,55.386,4.640000000000001,NaN,-154.084
199996,2022-02-18T23:54:00Z,55.369,4.640000000000001,1,-154.082
199996,2022-02-19T00:26:00Z,55.369,4.640000000000001,NaN,-154.086
199996,2022-02-19T01:40:00Z,55.348,4.640000000000001,1,-154.155
199996,2022-02-19T01:46:00Z,55.352,4.640000000000001,1,-154.15
199996,2022-02-19T03:07:00Z,55.335,4.6000000000000005,2,-154.157
199996,2022-02-19T03:10:00Z,55.337,4.6000000000000005,NaN,-154.16
199996,2022-02-19T03:23:00Z,55.33,4.6000000000000005,3,-154.167
199996,2022-02-19T03:19:00Z,55.33,4.6000000000000005,3,-154.166
199996,2022-02-19T03:45:00Z,55.331,4.6000000000000005,NaN,-154.166
199996,2022-02-19T04:45:00Z,55.312,4.6000000000000005,1,-154.19
199996,2022-02-19T05:05:00Z,55.312,4.6000000000000005,1,-154.196
199996,2022-02-19T05:17:00Z,55.303,4.6000000000000005,2,-154.208
199996,2022-02-19T05:32:00Z,55.3,4.6000000000000005,2,-154.225
199996,2022-02-19T06:18:00Z,55.292,4.6000000000000005,3,-154.237
199996,2022-02-19T06:44:00Z,55.287,4.6000000000000005,3,-154.254
199996,2022-02-19T06:40:00Z,55.29,4.6000000000000005,2,-154.254
199996,2022-02-19T06:57:00Z,55.286,4.5600000000000005,2,-154.265
199996,2022-02-19T07:10:00Z,55.284,4.5600000000000005,2,-154.265
199996,2022-02-19T07:55:00Z,55.275,4.5600000000000005,NaN,-154.279
199996,2022-02-19T12:43:00Z,55.238,4.5200000000000005,NaN,-154.405
199996,2022-02-19T13:56:00Z,55.249,4.5200000000000005,3,-154.431
199996,2022-02-19T15:29:00Z,55.23,4.5200000000000005,2,-154.475
199996,2022-02-19T15:58:00Z,55.224,4.48,3,-154.487
199996,2022-02-19T17:03:00Z,55.218,4.48,NaN,-154.509
199996,2022-02-19T17:04:00Z,55.218,4.48,2,-154.52
199996,2022-02-19T17:11:00Z,55.211,4.48,3,-154.521
199996,2022-02-19T17:43:00Z,55.209,4.48,NaN,-154.531
199996,2022-02-19T18:33:00Z,55.204,4.48,2,-154.568
199996,2022-02-19T18:47:00Z,55.206,4.48,2,-154.569
199996,2022-02-19T18:55:00Z,55.202,4.48,2,-154.565
199996,2022-02-19T19:11:00Z,55.195,4.48,2,-154.572
199996,2022-02-19T20:16:00Z,55.19,4.48,2,-154.591
199996,2022-02-19T20:27:00Z,55.19,4.48,2,-154.612
199996,2022-02-19T20:32:00Z,55.193,4.48,3,-154.611
199996,2022-02-19T20:51:00Z,55.193,4.48,2,-154.624
199996,2022-02-19T21:00:00Z,55.192,4.48,NaN,-154.625
199996,2022-02-19T21:57:00Z,55.188,4.48,NaN,-154.655
199996,2022-02-19T22:14:00Z,55.189,4.48,NaN,-154.65
199996,2022-02-19T22:32:00Z,55.191,4.48,3,-154.675
199996,2022-02-19T23:33:00Z,55.19,4.48,1,-154.701
199996,2022-02-20T00:12:00Z,55.193,4.48,NaN,-154.69
199996,2022-02-20T01:22:00Z,55.189,4.48,NaN,-154.722
199996,2022-02-20T01:34:00Z,55.191,4.48,NaN,-154.707
199996,2022-02-20T02:25:00Z,55.183,4.48,NaN,-154.739
199996,2022-02-20T02:56:00Z,55.184,4.44,NaN,-154.748
199996,2022-02-20T02:59:00Z,55.19,4.44,2,-154.758
199996,2022-02-20T03:07:00Z,55.192,4.44,3,-154.763
199996,2022-02-20T03:32:00Z,55.193,4.44,NaN,-154.763
199996,2022-02-20T04:07:00Z,55.185,4.44,3,-154.773
199996,2022-02-20T04:36:00Z,55.181,4.44,2,-154.77
199996,2022-02-20T05:07:00Z,55.175,4.44,3,-154.783
199996,2022-02-20T05:11:00Z,55.173,4.44,2,-154.78
199996,2022-02-20T05:50:00Z,55.17,4.44,3,-154.791
199996,2022-02-20T06:02:00Z,55.17,4.44,2,-154.79
199996,2022-02-20T06:05:00Z,55.17,4.44,3,-154.792
199996,2022-02-20T06:17:00Z,55.168,4.44,3,-154.799
199996,2022-02-20T06:28:00Z,55.164,4.44,3,-154.809
199996,2022-02-20T06:47:00Z,55.157,4.44,3,-154.817
199996,2022-02-20T06:50:00Z,55.159,4.44,2,-154.816
199996,2022-02-20T07:47:00Z,55.15,4.44,3,-154.824
199996,2022-02-20T08:35:00Z,55.143,4.44,NaN,-154.858
199996,2022-02-20T08:25:00Z,55.145,4.44,2,-154.853
199996,2022-02-20T09:27:00Z,55.138,4.44,2,-154.883
199996,2022-02-20T10:15:00Z,55.139,4.44,1,-154.895
199996,2022-02-20T12:17:00Z,55.151,4.4,1,-154.953
199996,2022-02-20T13:40:00Z,55.15,4.4,NaN,-154.976
199996,2022-02-20T15:17:00Z,55.153,4.4,2,-154.99
199996,2022-02-20T15:27:00Z,55.149,4.4,2,-155.015
199996,2022-02-20T16:40:00Z,55.149,4.4,3,-155.024
199996,2022-02-20T16:47:00Z,55.147,4.4,2,-155.028
199996,2022-02-20T17:00:00Z,55.145,4.4,3,-155.026
199996,2022-02-20T17:14:00Z,55.147,4.4,3,-155.033
199996,2022-02-20T18:18:00Z,55.139,4.4,2,-155.05
199996,2022-02-20T18:40:00Z,55.138,4.4,1,-155.064
199996,2022-02-20T19:00:00Z,55.132,4.4,NaN,-155.063
199996,2022-02-20T19:05:00Z,55.132,4.4,NaN,-155.061
199996,2022-02-20T19:51:00Z,55.13,4.4,2,-155.085
199996,2022-02-20T20:02:00Z,55.142,4.4,2,-155.094
199996,2022-02-20T20:23:00Z,55.139,4.4,3,-155.093
199996,2022-02-20T20:41:00Z,55.131,4.4,NaN,-155.098
199996,2022-02-20T21:31:00Z,55.14,4.44,3,-155.122
199996,2022-02-21T00:02:00Z,55.141,4.44,2,-155.152
199996,2022-02-21T02:36:00Z,55.136,4.44,NaN,-155.203
199996,2022-02-21T02:29:00Z,55.136,4.44,2,-155.203
199996,2022-02-21T02:54:00Z,55.137,4.44,3,-155.205
199996,2022-02-21T03:34:00Z,55.14,4.44,2,-155.217
199996,2022-02-21T04:05:00Z,55.141,4.44,1,-155.226
199996,2022-02-21T04:11:00Z,55.136,4.44,3,-155.217
199996,2022-02-21T04:34:00Z,55.138,4.44,2,-155.217
199996,2022-02-21T04:58:00Z,55.138,4.44,NaN,-155.226
199996,2022-02-21T05:44:00Z,55.128,4.44,3,-155.243
199996,2022-02-21T05:46:00Z,55.128,4.44,3,-155.25
199996,2022-02-21T06:15:00Z,55.128,4.44,2,-155.258
199996,2022-02-21T06:29:00Z,55.123,4.44,1,-155.263
199996,2022-02-21T06:36:00Z,55.126,4.44,2,-155.258
199996,2022-02-21T06:57:00Z,55.124,4.44,3,-155.255
199996,2022-02-21T07:17:00Z,55.121,4.44,NaN,-155.261
199996,2022-02-21T07:34:00Z,55.122,4.44,NaN,-155.275
199996,2022-02-21T08:10:00Z,55.114,4.44,NaN,-155.269
199996,2022-02-21T08:16:00Z,55.12,4.44,3,-155.287
199996,2022-02-21T09:07:00Z,55.121,4.44,2,-155.297
199996,2022-02-21T10:02:00Z,55.106,4.44,NaN,-155.306
199996,2022-02-21T11:45:00Z,55.111,4.44,NaN,-155.333
199996,2022-02-21T13:18:00Z,55.11,4.44,3,-155.365
199996,2022-02-21T15:01:00Z,55.11,4.44,3,-155.396
199996,2022-02-21T14:56:00Z,55.108,4.44,3,-155.401
199996,2022-02-21T16:16:00Z,55.111,4.44,1,-155.409
199996,2022-02-21T16:34:00Z,55.11,4.44,3,-155.409
199996,2022-02-21T16:43:00Z,55.114,4.44,3,-155.407
199996,2022-02-21T16:48:00Z,55.113,4.44,3,-155.408
199996,2022-02-21T17:55:00Z,55.113,4.44,NaN,-155.436
199996,2022-02-21T17:58:00Z,55.106,4.44,2,-155.415
199996,2022-02-21T18:27:00Z,55.102,4.44,1,-155.418
199996,2022-02-21T18:51:00Z,55.101,4.44,1,-155.418
199996,2022-02-21T19:31:00Z,55.098,4.44,3,-155.431
199996,2022-02-21T20:13:00Z,55.09,4.44,3,-155.427
199996,2022-02-21T20:32:00Z,55.091,4.44,3,-155.43
199996,2022-02-21T21:12:00Z,55.086,4.44,NaN,-155.434
199996,2022-02-21T21:11:00Z,55.086,4.44,3,-155.434
199996,2022-02-21T21:59:00Z,55.085,4.44,NaN,-155.443
199996,2022-02-21T22:08:00Z,55.084,4.44,2,-155.448
199996,2022-02-21T22:51:00Z,55.084,4.44,2,-155.442
199996,2022-02-22T00:32:00Z,55.074,4.44,NaN,-155.436
199996,2022-02-22T01:10:00Z,55.075,4.44,NaN,-155.435
199996,2022-02-22T02:04:00Z,55.074,4.44,1,-155.453
199996,2022-02-22T02:11:00Z,55.074,4.44,NaN,-155.453
199996,2022-02-22T02:44:00Z,55.078,4.4,1,-155.48
199996,2022-02-22T03:03:00Z,55.075,4.4,2,-155.467
199996,2022-02-22T03:10:00Z,55.075,4.4,NaN,-155.466
199996,2022-02-22T03:48:00Z,55.079,4.4,NaN,-155.473
199996,2022-02-22T03:42:00Z,55.079,4.4,3,-155.47
199996,2022-02-22T03:58:00Z,55.075,4.4,NaN,-155.474
199996,2022-02-22T04:30:00Z,55.081,4.4,NaN,-155.493
199996,2022-02-22T04:21:00Z,55.079,4.4,2,-155.467
199996,2022-02-22T04:48:00Z,55.076,4.4,2,-155.49
199996,2022-02-22T04:44:00Z,55.079,4.4,NaN,-155.477
199996,2022-02-22T05:23:00Z,55.074,4.4,3,-155.478
199996,2022-02-22T05:21:00Z,55.075,4.4,3,-155.478
199996,2022-02-22T05:28:00Z,55.075,4.4,3,-155.479
199996,2022-02-22T06:03:00Z,55.075,4.4,1,-155.494
199996,2022-02-22T06:10:00Z,55.069,4.4,1,-155.473
199996,2022-02-22T06:24:00Z,55.071,4.4,3,-155.477
199996,2022-02-22T07:02:00Z,55.066,4.4,1,-155.486
199996,2022-02-22T07:07:00Z,55.07,4.4,3,-155.487
199996,2022-02-22T07:01:00Z,55.066,4.4,1,-155.488
199996,2022-02-22T07:49:00Z,55.067,4.36,NaN,-155.498
199996,2022-02-22T07:50:00Z,55.069,4.36,NaN,-155.489
199996,2022-02-22T08:04:00Z,55.058,4.36,2,-155.488
199996,2022-02-22T08:41:00Z,55.052,4.36,2,-155.489
199996,2022-02-22T11:14:00Z,55.044,4.36,NaN,-155.49
199996,2022-02-22T12:49:00Z,55.027,4.36,1,-155.533
199996,2022-02-22T13:11:00Z,55.03,4.36,2,-155.531
199996,2022-02-22T14:28:00Z,55.039,4.36,2,-155.555
199996,2022-02-22T14:44:00Z,55.035,4.36,3,-155.559
199996,2022-02-22T15:53:00Z,55.033,4.32,NaN,-155.579
199996,2022-02-22T16:04:00Z,55.036,4.32,3,-155.581
199996,2022-02-22T16:16:00Z,55.035,4.32,3,-155.585
199996,2022-02-22T16:36:00Z,55.039,4.32,2,-155.583
199996,2022-02-22T17:32:00Z,55.042,4.32,3,-155.594
199996,2022-02-22T17:48:00Z,55.039,4.32,NaN,-155.603
199996,2022-02-22T18:20:00Z,55.043,4.32,NaN,-155.605
199996,2022-02-22T18:16:00Z,55.043,4.32,3,-155.605
199996,2022-02-22T18:37:00Z,55.044,4.32,NaN,-155.612
199996,2022-02-22T20:01:00Z,55.044,4.36,3,-155.6
199996,2022-02-22T19:57:00Z,55.046,4.36,3,-155.6
199996,2022-02-22T20:15:00Z,55.047,4.36,3,-155.6
199996,2022-02-22T20:54:00Z,55.041,4.36,3,-155.594
199996,2022-02-22T21:40:00Z,55.037,4.36,3,-155.588
199996,2022-02-22T21:55:00Z,55.033,4.36,3,-155.59
199996,2022-02-22T22:30:00Z,55.031,4.36,3,-155.594
199996,2022-02-22T23:20:00Z,55.03,4.36,NaN,-155.596
199996,2022-02-23T00:56:00Z,55.026,4.36,NaN,-155.603
199996,2022-02-23T01:42:00Z,55.023,4.36,NaN,-155.621
199996,2022-02-23T02:34:00Z,55.015,4.36,2,-155.648
199996,2022-02-23T03:20:00Z,55.019,4.36,2,-155.663
199996,2022-02-23T03:26:00Z,55.015,4.36,1,-155.667
199996,2022-02-23T03:38:00Z,55.022,4.36,2,-155.674
199996,2022-02-23T04:17:00Z,55.022,4.36,NaN,-155.682
199996,2022-02-23T04:13:00Z,55.022,4.36,3,-155.683
199996,2022-02-23T04:10:00Z,55.023,4.36,3,-155.684
199996,2022-02-23T04:55:00Z,55.028,4.36,1,-155.688
199996,2022-02-23T05:02:00Z,55.029,4.36,3,-155.697
199996,2022-02-23T05:13:00Z,55.029,4.36,3,-155.698
199996,2022-02-23T05:49:00Z,55.033,4.36,3,-155.702
199996,2022-02-23T05:53:00Z,55.032,4.36,2,-155.701
199996,2022-02-23T05:50:00Z,55.032,4.36,3,-155.701
199996,2022-02-23T06:13:00Z,55.035,4.36,3,-155.699
199996,2022-02-23T06:42:00Z,55.039,4.36,2,-155.698
199996,2022-02-23T07:31:00Z,55.044,4.36,2,-155.694
199996,2022-02-23T07:28:00Z,55.044,4.36,3,-155.692
199996,2022-02-23T07:39:00Z,55.043,4.36,NaN,-155.701
199996,2022-02-23T07:49:00Z,55.046,4.36,2,-155.704
199996,2022-02-23T08:26:00Z,55.047,4.36,3,-155.693
199996,2022-02-23T09:10:00Z,55.048,4.36,NaN,-155.696
199996,2022-02-23T12:56:00Z,55.031,4.32,NaN,-155.691
199996,2022-02-23T13:59:00Z,55.016,4.32,3,-155.717
199996,2022-02-23T15:34:00Z,55.019,4.32,2,-155.755
199996,2022-02-23T16:01:00Z,55.019,4.32,3,-155.781
199996,2022-02-23T16:25:00Z,55.025,4.32,2,-155.784
199996,2022-02-23T17:05:00Z,55.029,4.32,2,-155.812
199996,2022-02-23T17:21:00Z,55.03,4.32,2,-155.812
199996,2022-02-23T18:05:00Z,55.038,4.32,3,-155.827
199996,2022-02-23T18:30:00Z,55.039,4.32,NaN,-155.837
199996,2022-02-23T18:43:00Z,55.042,4.28,1,-155.835
199996,2022-02-23T18:54:00Z,55.043,4.28,1,-155.832
199996,2022-02-23T19:38:00Z,55.051,4.28,NaN,-155.851
199996,2022-02-23T19:52:00Z,55.05,4.28,3,-155.848
199996,2022-02-23T20:04:00Z,55.056,4.28,2,-155.853
199996,2022-02-23T20:22:00Z,55.059,4.28,2,-155.843
199996,2022-02-23T21:48:00Z,55.058,4.28,2,-155.841
199996,2022-02-23T22:14:00Z,55.059,4.28,2,-155.838
199996,2022-02-23T23:08:00Z,55.055,4.28,NaN,-155.836
199996,2022-02-23T23:24:00Z,55.053,4.28,3,-155.828
199996,2022-02-24T01:06:00Z,55.049,4.28,NaN,-155.858
199996,2022-02-24T01:18:00Z,55.047,4.28,NaN,-155.845
199996,2022-02-24T02:22:00Z,55.035,4.24,1,-155.883
199996,2022-02-24T02:53:00Z,55.026,4.24,3,-155.883
199996,2022-02-24T03:24:00Z,55.033,4.24,NaN,-155.906
199996,2022-02-24T03:41:00Z,55.026,4.24,3,-155.912
199996,2022-02-24T04:01:00Z,55.023,4.24,3,-155.918
199996,2022-02-24T04:38:00Z,55.022,4.24,3,-155.936
199996,2022-02-24T04:56:00Z,55.023,4.24,1,-155.953
199996,2022-02-24T05:28:00Z,55.026,4.24,NaN,-155.958
199996,2022-02-24T05:40:00Z,55.026,4.24,3,-155.955
199996,2022-02-24T06:00:00Z,55.029,4.24,2,-155.965
199996,2022-02-24T06:12:00Z,55.028,4.2,3,-155.965
199996,2022-02-24T06:18:00Z,55.029,4.2,3,-155.969
199996,2022-02-24T06:32:00Z,55.028,4.2,NaN,-155.981
199996,2022-02-24T07:00:00Z,55.036,4.2,2,-155.989
199996,2022-02-24T07:07:00Z,55.033,4.2,2,-155.985
199996,2022-02-24T07:28:00Z,55.033,4.2,NaN,-155.987
199996,2022-02-24T07:38:00Z,55.037,4.2,2,-155.994
199996,2022-02-24T08:00:00Z,55.038,4.2,3,-155.997
199996,2022-02-24T08:38:00Z,55.04,4.2,NaN,-155.998
199996,2022-02-24T08:49:00Z,55.038,4.2,NaN,-156.004
199996,2022-02-24T09:20:00Z,55.037,4.2,3,-156.011
199996,2022-02-24T09:44:00Z,55.037,4.2,NaN,-156.012
199996,2022-02-24T12:40:00Z,55.043,4.24,NaN,-156.056
199996,2022-02-24T13:27:00Z,55.011,4.24,2,-156.026
199996,2022-02-24T14:12:00Z,55.005,4.24,3,-156.04
199996,2022-02-24T15:02:00Z,54.997,4.24,2,-156.061
199996,2022-02-24T15:45:00Z,54.988,4.24,3,-156.099
199996,2022-02-24T16:12:00Z,54.988,4.24,2,-156.097
199996,2022-02-24T16:41:00Z,54.984,4.28,2,-156.117
199996,2022-02-24T16:43:00Z,54.985,4.28,3,-156.12
199996,2022-02-24T17:22:00Z,54.98,4.28,NaN,-156.142
199996,2022-02-24T17:56:00Z,54.984,4.28,3,-156.154
199996,2022-02-24T18:15:00Z,54.983,4.28,NaN,-156.161
199996,2022-02-24T18:21:00Z,54.985,4.28,2,-156.168
